user_id,max_streak_length
7898,1
8016,1
8156,1
9813,1
11070,1
11459,1
11680,1
12530,1
15363,1
18688,1
24924,1
27453,1
42325,1
97683,1
103808,1
105128,1
117652,1
117784,1
126406,1
131201,1
132742,1
133023,1
138881,1
139247,1
142814,1
143599,1
143785,1
143992,1
144473,1
144951,1
145185,1
145774,1
146447,1
146503,1
147197,1
147469,1
150117,1
151279,1
151502,1
152896,1
153351,1
156542,1
156607,1
156776,1
157370,1
157594,1
157722,1
159239,1
159338,1
160366,1
161742,1
162287,1
163914,1
169966,1
170343,1
170905,1
171397,1
171448,1
172440,1
172870,1
173212,1
173857,1
177202,1
177665,1
181618,1
181620,1
183930,1
185973,1
185981,1
186953,1
188449,1
192018,1
196968,1
197785,1
199699,1
203853,1
204926,1
205148,1
206068,1
208967,1
209351,1
209960,1
210367,1
210961,1
213198,1
217654,1
218237,1
220700,1
225037,1
225335,1
228175,1
228432,1
231164,1
231449,1
232006,1
232302,1
232527,1
233048,1
233588,1
233857,1
234161,1
236728,1
237645,1
238155,1
238885,1
239545,1
241407,1
241736,1
246426,1
246726,1
246855,1
247790,1
248587,1
250386,1
251239,1
251555,1
253156,1
254249,1
254432,1
254881,1
254947,1
255827,1
256405,1
256539,1
256970,1
257415,1
257560,1
258141,1
258279,1
258311,1
258561,1
258722,1
258784,1
259054,1
259533,1
260815,1
261239,1
261644,1
261692,1
261817,1
262273,1
263456,1
263759,1
263886,1
265120,1
265218,1
265343,1
266057,1
266412,1
267195,1
268374,1
268389,1
268715,1
268765,1
268965,1
268997,1
269003,1
269054,1
269130,1
269178,1
270193,1
270216,1
270263,1
271192,1
271371,1
271752,1
273300,1
273323,1
273630,1
273846,1
273992,1
274057,1
274611,1
274662,1
275291,1
275442,1
275518,1
275552,1
275566,1
275838,1
275938,1
276227,1
276788,1
277065,1
277499,1
277972,1
278091,1
278226,1
278421,1
278455,1
278461,1
278611,1
278789,1
278906,1
279126,1
279409,1
279488,1
280249,1
281395,1
281671,1
281796,1
282288,1
282373,1
282529,1
282560,1
282643,1
282726,1
282776,1
282818,1
282910,1
282936,1
283123,1
283130,1
283887,1
284141,1
284180,1
284633,1
285276,1
285813,1
287238,1
287453,1
288071,1
288621,1
288741,1
288754,1
289580,1
289977,1
290231,1
290719,1
290914,1
290984,1
291024,1
291239,1
291625,1
291627,1
291652,1
291654,1
291889,1
291905,1
291981,1
292001,1
292022,1
292328,1
292407,1
292413,1
292499,1
292629,1
292691,1
292720,1
292818,1
292939,1
293397,1
293829,1
294033,1
294387,1
294676,1
294741,1
294773,1
294934,1
295060,1
295214,1
295256,1
295419,1
295506,1
295592,1
296101,1
296207,1
296488,1
296690,1
296781,1
296810,1
296956,1
297039,1
297581,1
297628,1
297641,1
298011,1
298231,1
298424,1
298729,1
298971,1
299204,1
299397,1
300087,1
300107,1
300929,1
301425,1
301485,1
302002,1
302100,1
302357,1
302381,1
302567,1
302854,1
303081,1
303702,1
303769,1
303839,1
303937,1
304542,1
304960,1
305228,1
305895,1
306739,1
307262,1
307507,1
307528,1
307635,1
308016,1
308671,1
308860,1
309079,1
309572,1
309637,1
310238,1
310383,1
310911,1
310914,1
311148,1
311729,1
312267,1
312457,1
312475,1
313027,1
313085,1
313102,1
313717,1
313766,1
315970,1
